Age (years),Sex,Height (cm),Initial LBM (kg),Training Experience (years),Training Frequency (sessions per week),Average Reps per Set,Average Load per Exercise (kg),Average Daily Calories (kcal),Average Daily Protein Intake (grams),Average Sleep Duration per Night (hours),Sleep Quality (1–10 scale),Stress Level (1–10 scale),Creatine Supplement Use,Training Duration (Weeks),LBM after the training period (kg)
28,Female,156.3,39.0,0.7,3,13,17.2,2109.0,83.0,7.1,4.0,5.8,No,6,38.0
36,Male,176.1,56.7,0.4,2,11,60.8,2163.0,103.0,6.5,2.2,6.7,No,21,59.4
39,Female,164.4,48.3,8.0,7,6,78.7,1876.0,154.0,8.0,7.5,4.9,Yes,22,50.8
30,Female,165.4,49.6,4.1,5,13,55.2,2457.0,141.0,7.3,5.7,5.8,Yes,14,51.0
34,Male,177.2,64.6,2.2,4,11,45.7,2983.0,175.0,4.7,1.0,7.3,No,27,66.7
31,Female,162.7,50.4,1.6,6,7,37.8,1924.0,156.0,6.3,3.5,8.0,No,5,52.3
48,Male,181.2,62.4,0.7,4,15,28.5,2244.0,161.0,6.3,2.9,7.3,No,48,63.9
26,Male,189.4,69.6,2.0,4,8,26.0,2628.0,182.0,6.7,5.1,4.1,No,14,68.7
23,Female,155.8,43.1,0.7,1,15,71.6,2140.0,95.0,6.2,5.6,2.0,No,21,44.8
39,Female,163.5,49.0,1.2,7,7,94.3,2555.0,148.0,8.9,9.0,1.0,No,35,52.9
21,Male,185.3,69.6,1.7,1,8,28.3,2184.0,150.0,6.8,4.1,4.8,No,29,70.6
34,Male,167.5,51.0,0.5,7,8,71.4,2593.0,170.0,7.7,7.1,2.5,No,22,52.0
28,Male,173.5,55.2,1.9,2,12,64.0,2788.0,143.0,7.1,4.6,3.2,No,15,55.5
29,Male,185.3,70.6,0.6,6,13,74.3,2292.0,171.0,6.6,7.7,1.5,No,51,74.2
54,Male,174.7,57.0,0.3,4,10,58.2,2882.0,175.0,7.9,7.1,4.7,Yes,51,60.7
42,Male,173.0,56.0,3.2,7,15,98.6,2955.0,163.0,7.5,5.4,5.1,Yes,43,60.7
40,Female,165.5,51.2,2.3,6,11,62.6,2662.0,137.0,6.4,4.9,6.3,No,33,53.1
35,Female,154.6,38.6,0.7,6,10,77.9,2848.0,139.0,8.5,7.8,1.5,No,4,39.8
23,Male,172.1,61.6,2.6,6,11,74.3,2974.0,195.0,7.1,3.6,5.3,No,12,60.9
33,Male,183.1,65.5,0.4,2,10,40.9,2295.0,121.0,8.9,7.4,5.3,No,39,68.4
36,Female,166.2,50.4,2.7,5,8,67.1,2273.0,151.0,8.7,7.9,1.0,No,6,51.6
32,Female,167.5,50.5,0.0,3,14,10.0,2059.0,109.0,5.6,1.2,7.2,No,50,52.4
31,Female,162.3,49.3,0.0,2,11,67.9,2263.0,113.0,9.8,10.0,1.0,No,35,51.9
26,Male,172.1,57.4,0.2,4,11,66.1,2672.0,175.0,7.1,6.2,1.0,Yes,43,59.0
33,Male,168.2,52.8,1.2,1,10,48.6,2413.0,85.0,8.7,6.6,5.1,Yes,46,55.8
25,Male,160.8,48.2,0.4,2,12,38.6,2502.0,95.0,8.5,9.1,1.9,Yes,30,49.2
37,Female,175.7,58.7,2.8,7,13,67.8,2508.0,184.0,8.5,6.2,3.1,Yes,48,63.2
18,Male,178.4,63.4,6.6,7,14,59.5,2520.0,192.0,6.4,4.0,5.5,No,41,67.9
44,Female,169.6,55.4,1.3,3,5,28.3,2184.0,171.0,7.3,6.1,2.0,No,11,55.9
18,Male,163.5,54.3,1.8,5,5,37.7,2835.0,136.0,9.1,9.4,1.0,No,29,56.0
19,Male,168.7,60.9,0.8,2,13,41.0,2344.0,148.0,6.1,4.2,6.6,No,23,61.7
34,Female,163.6,48.3,1.1,2,7,47.0,2224.0,147.0,7.9,8.2,1.5,Yes,45,51.3
35,Male,187.1,67.3,2.0,6,11,102.4,3278.0,184.0,5.3,1.8,10.0,Yes,30,71.2
51,Female,164.5,44.5,1.5,2,5,26.1,1671.0,97.0,8.8,8.7,3.3,No,43,44.7
33,Male,167.9,52.9,0.7,3,12,129.9,2641.0,118.0,6.6,5.6,4.2,Yes,43,59.2
30,Male,188.4,75.9,0.6,5,8,75.5,2592.0,175.0,6.9,6.2,5.4,Yes,47,79.7
32,Male,171.9,55.8,1.9,5,5,51.9,2520.0,141.0,6.0,3.5,5.6,No,21,57.7
46,Male,179.4,63.9,4.9,4,7,79.1,2778.0,200.0,7.2,3.1,7.2,Yes,15,63.7
54,Male,179.5,62.2,0.1,7,7,71.8,2754.0,203.0,6.3,4.4,7.7,Yes,37,65.4
28,Female,166.7,50.1,0.2,6,9,35.5,1929.0,138.0,8.5,7.2,2.2,No,5,51.4
35,Female,170.6,50.0,0.5,2,6,40.4,2117.0,114.0,5.8,3.2,8.5,Yes,44,53.0
29,Male,177.2,61.6,2.3,7,11,92.3,2641.0,181.0,6.3,5.3,6.5,No,26,64.9
29,Male,175.0,64.6,0.2,4,9,60.5,2755.0,154.0,6.9,5.9,4.1,No,11,65.3
49,Female,155.4,43.9,4.5,7,9,54.9,2281.0,169.0,7.3,5.8,1.3,No,25,45.4
21,Male,179.0,66.0,1.0,7,8,70.3,2667.0,189.0,8.2,7.7,6.5,No,37,70.5
18,Male,173.3,59.3,0.3,3,13,91.7,2499.0,124.0,5.7,2.8,9.7,Yes,30,62.6
33,Male,184.7,67.5,2.3,7,9,50.6,2614.0,224.0,5.4,2.0,6.6,No,4,67.5
42,Female,166.7,48.4,7.7,5,11,72.1,2627.0,131.0,8.9,8.6,2.5,Yes,44,53.3
32,Male,179.7,67.4,2.6,6,11,44.3,2585.0,179.0,7.3,6.2,5.3,Yes,22,69.4
35,Female,168.5,46.9,1.1,3,4,10.0,2232.0,117.0,6.6,5.2,1.2,Yes,32,47.9
38,Male,170.9,56.6,4.8,3,10,77.6,2651.0,136.0,7.7,6.8,6.8,No,44,60.2
31,Male,175.1,59.8,0.8,2,5,79.0,2663.0,114.0,8.3,5.3,5.4,Yes,51,64.9
36,Male,172.4,60.7,0.4,7,10,101.3,2480.0,176.0,6.7,4.9,5.5,No,27,64.6
35,Female,158.7,43.5,7.6,1,14,74.9,2068.0,111.0,6.0,2.8,8.7,Yes,46,44.8
18,Female,169.8,51.1,2.6,3,6,49.6,2211.0,139.0,7.7,5.6,6.5,No,16,52.1
31,Male,186.6,75.8,0.5,6,10,40.3,2597.0,157.0,9.4,9.1,1.0,No,37,76.0
18,Male,170.3,55.3,1.9,5,4,73.4,2839.0,118.0,6.6,4.4,4.3,No,26,57.8
30,Female,168.4,53.7,2.1,2,12,51.0,2152.0,97.0,6.8,5.3,2.1,No,50,57.1
25,Female,161.8,48.4,1.0,2,14,41.3,1742.0,70.0,6.6,5.1,2.8,No,32,51.2
40,Male,189.1,67.9,2.5,7,14,73.5,2647.0,166.0,7.2,5.1,3.1,No,5,67.4
32,Female,160.8,43.2,0.8,2,7,43.2,2327.0,104.0,9.4,10.0,1.0,No,18,43.4
35,Male,170.4,57.5,1.1,4,8,87.9,2479.0,120.0,7.3,5.5,6.1,Yes,4,56.8
28,Male,169.8,55.1,11.0,3,10,58.7,2793.0,137.0,6.8,5.4,4.6,No,36,58.4
41,Male,191.2,74.2,7.7,5,14,100.6,2721.0,188.0,9.1,8.6,3.2,No,39,77.4
18,Female,160.2,42.3,0.2,2,11,32.3,1989.0,69.0,8.3,7.8,2.8,No,29,42.7
21,Male,169.9,54.6,1.6,3,12,97.1,2842.0,140.0,6.6,4.0,8.4,Yes,28,58.8
43,Female,153.8,40.3,0.5,7,11,63.5,2260.0,121.0,4.7,1.6,10.0,Yes,47,43.9
26,Female,167.4,49.7,0.7,3,14,92.9,2058.0,137.0,8.4,5.2,7.1,No,34,53.3
18,Female,165.1,48.9,2.3,2,9,39.3,2100.0,112.0,6.1,4.2,8.7,Yes,27,50.4
45,Male,191.6,73.5,2.7,1,14,51.7,2586.0,151.0,8.1,5.4,1.9,No,45,75.1
41,Male,181.1,65.9,0.8,4,9,68.9,2590.0,156.0,6.1,3.6,6.0,Yes,31,68.9
37,Female,160.0,45.6,1.6,2,15,80.3,2268.0,113.0,6.4,5.1,4.7,No,38,49.1
31,Female,159.4,47.2,2.1,1,6,91.7,1628.0,80.0,7.5,5.1,4.1,Yes,12,50.1
47,Female,162.3,43.3,1.5,5,12,47.2,2226.0,136.0,6.4,4.9,9.1,No,33,42.8
43,Male,169.2,56.9,0.0,6,9,74.0,2627.0,191.0,8.7,7.6,3.2,Yes,48,62.0
45,Male,170.8,54.7,0.2,1,6,54.5,2603.0,105.0,6.6,4.9,2.9,Yes,27,55.6
37,Female,168.3,49.6,0.2,4,4,24.2,2143.0,129.0,7.3,5.4,10.0,No,8,50.5
31,Male,191.3,77.8,1.0,3,11,67.1,2478.0,158.0,6.9,4.8,3.5,Yes,8,78.9
26,Female,164.2,48.5,1.1,2,15,47.3,2288.0,136.0,7.1,4.6,6.0,Yes,38,50.2
18,Male,188.9,69.6,0.8,4,15,105.1,2660.0,133.0,8.2,6.4,3.4,Yes,20,73.2
35,Male,161.0,48.9,1.7,7,4,57.8,2920.0,147.0,6.8,4.9,6.1,No,29,51.2
36,Male,183.4,59.3,0.2,1,14,68.2,2504.0,151.0,6.9,5.1,8.0,Yes,40,61.7
27,Male,186.5,66.4,9.2,4,11,97.4,2752.0,183.0,7.4,5.6,5.3,Yes,47,70.4
36,Male,187.5,72.4,1.0,4,11,57.7,2603.0,171.0,4.5,1.0,10.0,No,27,72.2
27,Female,157.2,45.0,0.1,6,12,55.9,2753.0,116.0,6.6,3.5,10.0,No,20,45.8
39,Male,181.0,65.3,2.7,7,14,70.6,2733.0,210.0,7.2,5.9,5.3,Yes,5,66.2
21,Male,172.0,58.6,0.5,3,15,77.3,2472.0,132.0,10.0,9.4,2.0,Yes,32,64.3
19,Female,167.4,47.3,0.1,3,8,57.7,1949.0,127.0,4.0,2.1,6.4,No,43,49.5
28,Male,175.9,57.5,0.5,1,15,35.8,2383.0,143.0,4.6,2.3,4.5,Yes,44,60.6
38,Male,175.4,60.8,0.1,3,6,47.5,2705.0,170.0,8.0,6.6,4.8,No,36,62.4
18,Female,163.7,48.6,1.3,1,6,49.1,2296.0,105.0,6.6,3.9,1.0,No,16,49.0
40,Female,160.9,40.8,0.3,6,9,82.6,2351.0,129.0,8.0,7.6,1.0,Yes,35,43.7
18,Male,188.9,73.7,4.1,3,12,62.4,2590.0,181.0,6.0,3.2,3.4,Yes,7,74.8
28,Male,178.7,60.4,2.6,4,13,43.5,2871.0,131.0,8.3,7.6,1.0,Yes,43,65.1
18,Female,169.8,55.8,4.3,1,4,81.5,2247.0,79.0,8.4,7.6,3.1,No,36,55.8
18,Male,185.6,68.2,0.8,1,10,79.8,2190.0,157.0,4.7,2.7,5.5,No,20,70.4
34,Female,155.7,38.5,3.9,1,5,61.7,1978.0,89.0,5.6,3.5,9.3,No,23,38.4
28,Female,169.5,55.1,3.5,6,12,51.5,2465.0,133.0,7.1,5.8,3.7,No,18,56.3
18,Female,162.2,46.4,0.2,1,11,86.8,1721.0,80.0,7.4,6.3,4.9,Yes,36,52.0
25,Male,178.1,57.1,2.1,2,11,81.8,2702.0,104.0,7.0,4.4,2.7,No,26,60.9
34,Male,170.1,52.4,4.3,1,14,49.4,2139.0,124.0,5.8,1.9,6.5,No,37,54.8
26,Female,168.7,52.2,3.1,5,9,78.9,2163.0,150.0,7.1,5.9,2.1,Yes,21,53.0
28,Male,174.6,59.5,2.5,1,14,36.4,2339.0,153.0,8.2,6.6,3.3,No,51,60.1
26,Male,179.5,62.3,1.4,3,9,63.6,2958.0,180.0,5.3,1.0,10.0,No,17,61.9
24,Female,154.3,38.9,5.4,4,5,96.7,2735.0,150.0,9.6,8.7,1.0,No,50,45.5
24,Male,175.1,59.7,4.1,7,9,85.1,2718.0,203.0,7.1,3.9,3.3,No,33,62.8
24,Male,174.4,56.5,2.0,6,13,76.1,2738.0,179.0,6.3,1.0,10.0,No,4,55.3
22,Female,165.1,48.3,0.1,6,11,54.2,2528.0,163.0,5.5,2.0,8.3,Yes,15,49.9
20,Male,180.7,65.3,4.0,3,15,47.4,2433.0,155.0,8.6,7.8,1.9,No,21,67.3
26,Male,184.1,63.4,5.0,5,11,84.1,2859.0,188.0,8.4,6.9,3.4,No,20,66.0
24,Male,180.1,61.8,0.1,6,12,49.4,2556.0,185.0,5.9,2.4,7.2,No,31,64.0
19,Female,155.6,43.2,1.8,7,11,78.3,2669.0,155.0,8.3,6.9,3.0,Yes,47,49.4
38,Male,179.9,60.4,0.3,7,14,61.1,2568.0,177.0,5.8,2.3,4.4,No,28,62.7
42,Male,167.4,53.5,1.3,2,9,40.1,2097.0,95.0,6.3,5.7,2.7,No,44,56.8
30,Female,162.1,50.8,0.8,3,7,53.7,2352.0,136.0,5.6,4.8,3.3,No,35,52.9
31,Female,159.3,45.7,1.3,4,7,39.1,2135.0,106.0,7.3,6.3,4.0,No,5,47.3
23,Male,154.1,45.0,1.0,4,7,30.6,2515.0,107.0,7.2,7.7,2.6,No,12,45.5
41,Female,156.8,43.7,5.9,4,6,30.5,2009.0,91.0,7.6,6.7,1.8,No,36,44.5
47,Male,191.3,76.1,3.7,5,10,35.3,2808.0,184.0,7.8,5.4,1.0,No,9,76.7
28,Female,162.4,45.5,1.8,1,8,43.8,1861.0,87.0,4.0,1.0,9.7,No,49,47.4
25,Male,176.3,62.1,0.9,2,13,74.0,2757.0,129.0,6.5,4.3,6.6,Yes,47,66.2
33,Male,161.8,52.3,0.5,5,12,55.6,2133.0,113.0,6.7,5.1,4.3,No,5,51.3
31,Female,164.3,49.8,0.8,7,15,44.1,1889.0,184.0,7.9,5.8,4.2,Yes,18,50.4
25,Male,180.4,61.5,0.0,5,10,20.5,2810.0,144.0,6.8,3.4,5.2,No,5,61.9
35,Male,173.7,54.8,0.3,5,11,45.3,2772.0,108.0,6.5,3.4,8.5,No,15,55.1
39,Male,169.2,52.3,0.2,6,15,53.3,2575.0,148.0,9.1,6.8,1.0,No,41,55.7
22,Female,168.4,50.5,2.0,7,5,28.3,2417.0,168.0,6.9,5.0,5.9,Yes,25,53.4
55,Male,172.1,56.8,1.1,4,7,56.3,2634.0,149.0,7.9,7.5,2.0,No,51,59.4
18,Male,167.9,55.0,0.4,3,5,75.4,2415.0,132.0,8.9,8.6,1.0,Yes,23,58.3
21,Male,177.3,61.1,1.8,2,13,37.2,2262.0,127.0,7.5,5.9,3.1,Yes,47,63.1
32,Male,171.3,54.3,1.1,2,8,19.2,2767.0,104.0,7.8,6.2,3.1,Yes,25,56.9
52,Male,171.3,49.3,5.6,6,15,48.0,2667.0,164.0,6.7,3.6,7.7,No,52,50.9
24,Male,176.6,57.6,1.8,4,14,19.5,2495.0,191.0,6.3,4.3,8.2,No,52,57.8
19,Male,172.5,63.2,2.1,2,13,49.3,2332.0,136.0,8.0,5.9,1.2,No,43,65.8
35,Male,165.3,55.1,2.1,7,9,63.8,2464.0,154.0,7.6,4.7,7.4,No,30,57.0
28,Female,161.9,44.5,0.7,7,12,51.3,2340.0,175.0,5.4,4.1,3.4,No,12,44.6
37,Female,170.2,53.5,4.3,3,12,82.7,1816.0,106.0,5.0,2.3,6.4,No,43,56.1
29,Female,164.4,51.5,2.0,1,11,30.2,1500.0,61.0,8.1,7.4,3.9,No,7,51.0
21,Male,181.3,68.3,7.4,6,8,40.6,2647.0,221.0,7.4,5.4,7.0,No,4,68.8
53,Female,175.2,54.3,6.4,2,5,51.8,2091.0,124.0,5.5,1.5,8.3,No,18,54.8
18,Male,163.6,53.8,1.8,4,5,63.7,2503.0,168.0,7.6,5.0,4.5,Yes,4,55.3
48,Female,156.7,43.2,0.1,4,6,45.3,2173.0,114.0,8.0,5.9,1.0,No,31,45.4
39,Male,176.3,66.4,2.4,5,8,111.2,2555.0,169.0,5.4,1.0,6.3,No,29,70.3
23,Male,178.1,61.6,0.0,2,15,78.1,2662.0,146.0,6.9,6.1,2.1,No,40,64.0
49,Male,176.3,63.6,2.3,1,10,98.7,2642.0,133.0,7.4,4.3,4.7,Yes,51,70.3
18,Male,175.7,61.4,1.3,3,14,63.3,2624.0,120.0,9.7,9.4,1.0,No,27,62.4
40,Female,161.0,40.7,1.6,4,6,28.8,1923.0,95.0,6.9,3.6,7.8,No,49,41.1
18,Female,178.7,59.7,4.5,2,15,67.7,2421.0,134.0,7.2,5.2,2.6,No,46,62.7
19,Female,166.0,50.9,2.4,4,6,63.2,2383.0,147.0,6.5,4.2,6.9,No,47,54.1
19,Female,157.5,40.8,1.2,4,4,33.7,2504.0,91.0,4.9,2.8,6.3,No,44,42.9
22,Male,185.2,63.7,3.6,3,4,48.3,2666.0,139.0,7.0,3.7,5.8,No,42,67.7
30,Male,187.5,68.6,0.8,7,14,93.7,2850.0,179.0,5.4,3.6,4.7,Yes,19,72.2
22,Female,159.1,40.0,4.5,4,11,51.4,1883.0,87.0,5.6,4.2,4.7,Yes,12,41.0
18,Female,163.5,46.2,0.2,2,6,73.8,2005.0,104.0,4.3,1.0,9.7,No,34,47.0
35,Female,175.8,52.4,4.8,6,6,25.9,2417.0,139.0,4.0,1.5,9.9,No,27,52.5
30,Male,180.4,65.0,1.9,4,11,78.6,2471.0,172.0,7.2,4.0,5.5,No,44,68.0
34,Male,183.9,63.0,4.0,2,14,72.6,2725.0,155.0,4.9,1.7,10.0,No,14,63.6
32,Female,175.9,64.0,2.2,7,14,65.4,2743.0,204.0,8.4,7.4,1.6,No,5,64.0
40,Male,181.2,59.1,4.2,2,13,54.6,2725.0,140.0,7.6,6.2,2.8,No,12,60.4
29,Male,169.6,52.1,2.8,4,15,60.2,2642.0,101.0,6.5,5.5,2.1,Yes,22,54.9
40,Male,167.1,56.1,0.1,4,11,66.0,2470.0,158.0,6.9,6.3,6.9,Yes,43,58.6
22,Female,160.2,45.9,0.4,4,14,49.4,2291.0,146.0,8.3,7.9,2.6,No,13,46.7
23,Male,176.5,59.8,1.1,4,12,69.4,2551.0,173.0,5.7,1.3,6.9,Yes,51,66.0
44,Male,177.0,61.3,4.5,2,5,69.7,2539.0,109.0,5.2,1.6,10.0,Yes,25,62.7
44,Male,171.4,61.7,9.5,2,12,90.1,2637.0,133.0,5.3,1.9,8.5,Yes,41,66.0
36,Male,179.7,52.7,0.3,1,8,31.2,2236.0,108.0,8.3,7.4,3.8,No,23,51.8
21,Male,174.0,56.4,5.9,3,5,43.9,2612.0,163.0,5.9,3.9,8.2,No,39,60.0
20,Male,176.7,68.4,0.8,2,11,82.8,2597.0,173.0,7.1,5.6,6.2,No,42,71.4
43,Female,158.3,45.1,0.5,6,8,66.9,2099.0,120.0,7.3,6.3,5.0,No,4,46.2
43,Female,170.1,53.4,0.2,7,6,63.3,2501.0,165.0,5.9,3.9,7.0,No,12,54.4
29,Male,175.6,61.2,0.2,6,8,29.0,2125.0,148.0,6.5,3.8,7.1,No,48,63.2
53,Female,166.7,49.5,5.4,2,8,85.6,2501.0,99.0,5.0,2.2,10.0,Yes,34,50.8
35,Female,161.2,44.1,1.0,4,9,59.7,2336.0,97.0,4.0,1.0,9.2,No,27,44.8
19,Male,176.1,59.5,6.2,2,12,76.4,2425.0,131.0,7.2,8.2,1.0,No,51,65.0
27,Male,175.1,59.6,1.4,4,14,116.4,2627.0,130.0,7.5,5.9,3.1,No,5,60.5
30,Male,172.5,61.3,1.0,6,4,123.1,3044.0,192.0,7.2,5.3,3.5,No,5,61.6
31,Male,185.6,69.4,3.0,6,5,79.0,2685.0,150.0,6.9,5.9,4.6,No,22,71.3
43,Male,167.5,54.1,1.2,1,10,10.2,2122.0,117.0,6.5,5.3,7.3,No,32,53.8
20,Female,166.0,52.5,1.5,4,9,44.9,2103.0,147.0,6.5,4.9,5.0,No,50,53.7
18,Male,171.1,55.4,4.2,6,14,63.1,2331.0,134.0,4.9,1.0,7.2,No,34,57.8
36,Female,158.0,48.6,2.9,5,14,53.3,1992.0,132.0,6.0,2.8,4.9,Yes,16,48.7
25,Male,177.9,62.9,3.1,6,11,85.0,2778.0,123.0,7.0,4.8,4.2,No,24,65.7
54,Male,185.3,64.4,2.0,2,7,65.8,2682.0,165.0,8.1,7.0,1.3,Yes,39,67.8
39,Male,182.1,64.5,0.4,7,6,80.0,2735.0,171.0,6.2,4.2,5.8,No,14,68.0
25,Male,177.6,65.1,0.2,3,11,75.6,2846.0,166.0,7.9,5.5,1.9,No,21,66.9
42,Female,171.1,56.7,2.8,5,4,68.7,1952.0,159.0,7.9,6.1,3.1,No,36,61.3
37,Female,167.5,53.9,2.7,2,4,74.5,2370.0,145.0,7.2,5.0,4.7,No,35,55.2
36,Male,170.6,60.1,1.2,4,11,97.5,2553.0,154.0,9.7,10.0,1.0,No,20,62.0
29,Female,163.0,46.9,0.9,4,12,39.7,2137.0,117.0,7.9,7.1,2.6,No,12,48.4
34,Female,163.7,48.9,4.6,7,8,65.4,2418.0,112.0,6.0,5.0,5.6,No,41,51.7
18,Female,165.7,53.4,0.9,4,5,35.7,2296.0,141.0,5.9,4.0,1.0,No,51,55.4
43,Male,174.1,57.9,0.6,7,4,70.7,2940.0,163.0,7.7,3.9,5.5,Yes,25,61.4
18,Female,159.5,48.6,2.7,5,11,61.0,2816.0,125.0,6.6,4.2,6.2,No,46,52.6
26,Male,169.8,55.8,0.3,7,6,63.3,3008.0,195.0,7.6,7.4,1.0,No,12,56.8
18,Female,167.1,48.7,2.1,1,5,17.2,1931.0,111.0,5.0,1.0,10.0,No,12,49.3
25,Male,172.0,58.1,3.2,4,14,47.9,2671.0,126.0,6.0,5.0,3.5,No,39,61.7
29,Male,194.1,77.4,2.4,4,13,60.5,2618.0,179.0,7.2,6.2,4.0,No,31,79.4
18,Male,182.8,65.0,0.8,7,9,53.6,2882.0,187.0,7.6,6.5,3.5,Yes,34,69.2
18,Male,179.2,64.6,2.2,1,7,35.4,2512.0,146.0,7.1,6.0,2.8,No,9,66.1
32,Female,166.4,50.3,1.1,2,9,41.1,1868.0,136.0,6.0,3.2,10.0,No,47,52.0
51,Male,175.2,60.8,1.3,1,15,104.7,2493.0,113.0,8.8,9.0,1.0,No,33,63.7
26,Male,174.3,65.0,2.6,5,5,65.0,2685.0,156.0,6.7,3.9,5.4,No,22,65.8
40,Female,168.0,49.8,2.1,6,7,34.0,2181.0,153.0,6.3,4.2,4.4,No,38,52.3
45,Male,171.8,53.9,0.7,4,7,81.9,2444.0,117.0,7.5,6.4,2.6,Yes,30,56.1
18,Male,172.4,60.1,0.6,7,12,32.0,3179.0,191.0,7.0,5.3,3.5,No,22,60.9
25,Female,162.8,40.7,4.1,1,7,61.5,2497.0,72.0,6.8,6.2,2.5,No,28,42.6
18,Male,177.5,59.6,3.8,7,6,56.1,2742.0,175.0,6.0,4.3,4.4,No,40,60.8
22,Male,186.3,66.7,1.0,4,11,94.4,2814.0,137.0,7.1,3.8,2.4,No,15,68.3
47,Male,184.2,68.0,4.0,4,11,95.4,2962.0,138.0,5.8,2.7,7.1,No,46,70.4
32,Female,172.1,54.7,1.3,5,15,61.4,2416.0,154.0,5.4,2.4,5.5,No,36,57.0
38,Female,159.9,45.4,3.8,2,6,73.2,1764.0,127.0,7.1,5.6,4.0,No,16,46.7
30,Male,169.3,56.6,0.4,5,14,52.2,2650.0,131.0,6.3,3.8,6.1,No,25,56.8
18,Male,158.7,49.8,2.9,7,7,108.2,2973.0,198.0,5.7,3.3,5.8,No,27,53.0
37,Male,177.6,62.1,1.1,4,15,96.3,2730.0,165.0,8.0,7.1,2.9,Yes,39,66.0
43,Female,161.4,42.6,1.4,5,5,50.2,2116.0,132.0,8.5,6.9,7.0,No,28,44.6
33,Male,177.5,61.8,1.6,4,7,44.9,2503.0,150.0,6.2,4.4,4.5,Yes,17,61.8
35,Female,166.7,48.5,2.3,6,8,15.5,2454.0,134.0,7.9,7.9,2.1,Yes,24,49.4
18,Male,174.7,61.1,0.2,3,10,66.8,1904.0,157.0,7.9,6.6,1.0,No,33,63.3
37,Female,156.0,40.7,0.6,1,7,23.7,2067.0,85.0,5.4,1.0,8.5,No,4,40.9
43,Female,164.7,47.2,2.6,4,14,71.5,2242.0,112.0,7.3,4.6,6.1,No,39,50.8
34,Female,158.1,43.1,0.0,5,9,58.3,2184.0,103.0,7.5,6.5,1.0,No,35,45.3
18,Male,179.6,63.6,0.9,2,6,18.2,2008.0,189.0,4.8,1.0,9.8,No,17,64.6
46,Female,165.9,47.0,0.8,2,6,63.9,1842.0,140.0,6.9,4.5,1.4,No,17,47.9
21,Male,177.9,60.8,1.4,4,4,40.5,2686.0,150.0,7.5,6.0,4.2,No,33,61.3
34,Male,185.9,68.7,8.1,7,4,78.4,2419.0,188.0,7.5,5.6,2.9,Yes,44,74.5
40,Male,182.3,68.5,2.8,2,14,79.9,2858.0,140.0,7.1,5.1,4.0,No,40,70.7
41,Female,161.1,48.7,6.3,1,12,93.9,1678.0,137.0,8.1,4.8,5.6,No,49,52.3
18,Female,170.6,55.6,0.5,6,14,76.0,2322.0,161.0,6.7,4.3,5.0,Yes,10,57.6
31,Male,177.9,68.0,2.3,6,8,74.7,2917.0,157.0,6.2,6.1,4.4,No,7,67.3
31,Female,157.7,45.1,2.5,4,14,39.7,2695.0,90.0,6.4,3.6,4.4,No,26,45.7
44,Male,181.2,67.5,6.8,1,11,75.2,2609.0,117.0,7.6,5.7,8.2,Yes,27,69.7
35,Female,165.3,49.4,11.3,4,4,90.3,2059.0,132.0,8.6,8.3,1.7,No,11,50.8
44,Female,159.1,41.8,1.7,1,9,33.8,2093.0,79.0,6.5,4.2,6.2,No,12,41.8
35,Female,159.0,48.8,0.9,4,15,31.9,1975.0,136.0,6.5,3.2,7.6,No,33,49.9
29,Male,170.5,56.4,2.8,4,4,46.3,2500.0,104.0,7.7,5.8,3.6,Yes,18,58.0
32,Female,165.5,53.4,0.8,2,13,43.3,2036.0,87.0,8.6,8.3,2.9,No,6,53.8
45,Female,157.8,42.9,0.4,1,4,47.4,2096.0,99.0,6.5,5.3,5.9,No,5,43.1
18,Female,160.1,49.0,1.9,4,13,50.2,2414.0,154.0,5.8,2.9,5.8,No,27,51.1
39,Male,157.5,46.6,2.5,5,9,68.7,3040.0,96.0,6.7,4.9,4.3,No,46,49.7
24,Female,151.3,34.9,1.0,6,9,28.9,2148.0,110.0,5.3,4.4,5.0,Yes,13,35.7
22,Female,172.2,52.0,13.0,2,15,62.8,2052.0,126.0,6.8,4.3,3.6,Yes,45,55.5
40,Male,166.9,57.1,0.7,4,8,59.3,2790.0,138.0,6.0,3.5,5.0,Yes,16,58.9
21,Male,178.2,66.5,0.5,6,10,54.5,2586.0,173.0,6.2,4.0,9.8,No,30,67.2
34,Male,183.2,67.4,2.6,4,4,62.3,2889.0,157.0,7.1,4.6,10.0,Yes,26,69.2
25,Female,158.2,44.1,0.0,1,7,17.3,2027.0,92.0,4.7,1.1,10.0,No,18,44.1
18,Male,184.9,67.4,1.5,7,5,50.0,2428.0,206.0,7.6,5.8,5.0,No,36,69.2
35,Male,171.0,58.8,1.0,2,7,12.2,2359.0,119.0,8.7,9.2,2.1,No,41,59.8
31,Female,160.9,48.8,0.2,2,4,29.3,1855.0,120.0,6.5,3.4,5.1,No,29,49.1
18,Male,164.6,54.9,0.9,6,15,82.6,2947.0,164.0,8.8,10.0,1.0,Yes,30,57.4
23,Male,177.6,61.6,1.7,5,9,52.7,2914.0,171.0,6.8,1.8,7.9,No,9,62.0
18,Male,179.4,64.2,1.6,6,7,76.5,3082.0,186.0,6.5,5.3,5.5,No,41,66.7
37,Female,169.2,51.6,9.1,6,5,55.9,2161.0,152.0,5.8,2.5,8.8,No,29,53.1
44,Female,167.2,50.2,0.5,1,8,89.1,1993.0,98.0,8.2,7.4,2.8,No,36,54.9
